3747 Serbia Slovenia
5412 Kenya Thailand
5222 Portugal Poland
9987 Ukraine Sweden
7482 Canada China
9483 China Brazil
6343 Yemen Brazil
3169 Indonesia Iran
2604 China Haiti
8636 Afghanistan China
7212 Indonesia China
7447 Indonesia Philippines
3340 Serbia Indonesia
6814 Azerbaijan Philippines
1580 China Japan
7369 Kyrgyzstan China
6806 Philippines China
8458 Serbia Guatemala
3481 Brazil Canada
9523 China Philippines
2326 ElSalvador Philippines
6907 Peru Indonesia
9349 FrenchPolynesia Madagascar
7558 UnitedStates China
3259 France China
3669 Thailand China
2920 China UnitedStates
2620 Portugal Georgia
7025 Russia Bangladesh
3405 China Indonesia
9120 Malaysia SouthKorea
5685 Brazil Nicaragua
8524 SouthKorea Brazil
8056 China Russia
4189 Vietnam Argentina
5471 Serbia UnitedStates
5831 Chile Sweden
4749 Uganda Peru
5429 Ireland Russia
8336 Norway Kazakhstan
4288 China Philippines
2799 Russia China
2753 Philippines Russia
9880 Sweden Greece
7122 Philippines Iran
9157 Cameroon China
1206 Norway SriLanka
3187 China HongKong
6352 China Finland
5519 Japan Kyrgyzstan
1968 Ecuador China
6449 China France
2996 Poland Indonesia
9543 Vietnam Russia
9054 Nepal Pakistan
4991 Armenia Philippines
9348 Cameroon France
7952 Mongolia Brazil
9893 Spain CzechRepublic
1160 Finland Brazil
9053 Russia Indonesia
7504 Indonesia Philippines
2724 Philippines Uganda
7535 Colombia Poland
3534 Lithuania Botswana
2313 Sweden Peru
5480 Russia China
8633 UnitedStates Sweden
8974 Peru Indonesia
3777 Philippines Slovenia
8517 SriLanka Malaysia
4890 Japan Portugal
9399 China Indonesia
4478 France Philippines
9303 Indonesia Ireland
9802 France Kenya
8635 China Poland
2686 UnitedStates Indonesia
4635 Portugal China
3545 Morocco Indonesia
3783 Greece Portugal
1938 Indonesia Greece
5812 Malta Philippines
8308 Russia China
8151 China Indonesia
4131 Greece Peru
1823 Ethiopia Spain
4007 Portugal UnitedStates
6844 China Indonesia
2334 Indonesia Thailand
1560 Russia Mexico
6534 Russia China
3071 France Indonesia
7242 Moldova Russia
3059 China France
5669 Thailand China
5704 Poland SouthKorea
2332 Russia Cuba
4513 Russia Indonesia
3576 SaudiArabia Russia
3222 UnitedStates Vietnam
8881 UnitedStates Guatemala
7664 Sweden Mexico
9462 Brazil PalestinianTerritory
3061 Greece China
9592 Brazil China
8296 Albania Indonesia
5463 China Philippines
1229 France SouthKorea
9702 Portugal Macedonia
3846 CzechRepublic Morocco
8337 Poland Mongolia
6298 Japan Anguilla
8861 Brazil Russia
4924 Afghanistan AmericanSamoa
8138 Peru Maldives
5568 Philippines Bahamas
8174 Portugal Greece
9067 China Russia
1787 China Armenia
3594 Botswana Peru
7981 Macedonia Poland
4517 Indonesia Sweden
3828 Maldives Portugal
9732 Mexico SanMarino
9536 Ghana Sweden
1680 Thailand Peru
2551 China Lithuania
1353 China Indonesia
2495 China UnitedStates
8471 Spain China
6353 China Poland
4395 Philippines France
3019 Russia Nigeria
1302 Philippines Mongolia
2107 SouthAfrica Venezuela
9891 Russia Brazil
5898 Ukraine Mexico
5386 Peru Indonesia
1961 CzechRepublic Indonesia
2106 UnitedStates China
7905 China Colombia
2911 Malawi Sweden
4239 China Colombia
6891 China CzechRepublic
3288 Argentina Ukraine
2685 France UnitedStates
7539 Indonesia Russia
7504 UnitedStates Indonesia
8261 Mexico Brazil
6584 Bhutan Azerbaijan
2150 Indonesia Japan
7766 Indonesia China
2047 France Argentina
2185 Botswana Russia
1559 Italy Ecuador
1848 Portugal China
8577 Indonesia UnitedStates
3251 Peru China
2807 Sweden Cuba
6759 UnitedStates China
4302 Armenia Brazil
5356 China Russia
5330 Mongolia Indonesia
6466 China Poland
5246 Mongolia SaudiArabia
4134 Moldova Russia
1000 Canada Portugal
3323 Ukraine UnitedStates
5642 Japan Bangladesh
4799 Poland Sweden
3198 Brazil ElSalvador
2670 Madagascar China
7653 Japan Indonesia
8751 Russia Colombia
3184 Portugal China
1141 Sweden Morocco
9795 Japan Cuba
9800 Cyprus France
9997 Poland Argentina
7270 UnitedStates Cyprus
4541 Croatia Tanzania
3266 Indonesia Portugal
6380 China Indonesia
6356 Sweden Brazil
5687 BosniaandHerzegovina Vietnam
4296 China Kazakhstan
8565 Venezuela China
5079 Morocco France
3821 China SouthAfrica
4120 China Portugal
2443 Argentina Peru
4080 Sweden Peru
2676 Kazakhstan Uruguay
1611 China BurkinaFaso
6966 Azerbaijan Portugal
3351 Brazil China
9884 Philippines China
9669 China Russia
2721 DominicanRepublic Nigeria
3130 Indonesia Philippines
2894 Belarus Sweden
4594 China Jordan
1338 Kenya Malta
1891 China Mali
8190 SaudiArabia Indonesia
6585 DominicanRepublic Russia
5364 Azerbaijan Mexico
9748 Russia Indonesia
9046 Finland China
2956 Russia China
6929 Ukraine France
2098 Brazil Sweden
1037 Poland Brazil
6822 Philippines Indonesia
3884 Ukraine Malaysia
2017 Indonesia China
7387 SouthAfrica China
4782 Indonesia France
2863 Indonesia Canada
6515 Yemen Indonesia
8579 Angola China
9439 China Indonesia
6146 China Philippines
1811 China Russia
9406 Bangladesh Netherlands
8984 Ireland France
8909 Indonesia SouthKorea
4960 Morocco Canada
4918 China UnitedStates
7700 China Madagascar
2180 Poland Albania
5194 Ukraine Venezuela
6151 Philippines China
6404 Indonesia Brazil
1625 Lithuania China
6516 Russia China
7244 Brazil China
5951 SriLanka Philippines
7464 CostaRica SriLanka
8665 China Brazil
9327 China Argentina
8049 Poland Kazakhstan
2605 Tajikistan Indonesia
3681 Indonesia Nigeria
2072 Russia PalestinianTerritory
6124 Sweden China
2064 Japan Portugal
8493 China SouthAfrica
4071 China Argentina
2390 France China
9559 Poland Brazil
8474 Guatemala Indonesia
7565 China Mauritius
2235 Vietnam China
9711 UnitedStates China
9753 Slovenia Philippines
3522 Malaysia China
8242 Philippines China
7367 Indonesia Greece
2681 Indonesia France
3138 Bolivia Indonesia
3530 China Ireland
2631 Norway China
1421 Ukraine Russia
9148 Indonesia China
3857 Poland Indonesia
9501 Philippines Russia
4635 Russia Philippines
3839 China France
8322 Bangladesh Philippines
7981 Indonesia Sweden
5690 China Tanzania
5363 Philippines Canada
4226 Namibia China
1495 Poland Syria
5741 Sweden Finland
9940 Vietnam DominicanRepublic
6750 Portugal Nigeria
9093 Indonesia China
6470 Japan Reunion
4939 Indonesia France
8988 Thailand Brazil
1691 Vietnam Russia
5960 Poland Colombia
6190 Greece Sweden
2509 Thailand SouthAfrica
8331 China Philippines
2290 China Russia
7551 CzechRepublic Brazil
2949 Portugal China
8439 Argentina Greece
1972 Indonesia Russia
7222 China Syria
3020 Indonesia Malawi
8986 France Indonesia
3388 Brazil Mexico
2262 Greece China
5887 Russia Japan
5803 Poland Vietnam
5603 Portugal China
7509 Indonesia Netherlands
9735 Indonesia UnitedKingdom
2585 Indonesia China
3830 Thailand CzechRepublic
8274 Indonesia Russia
4126 France Brazil
1313 EquatorialGuinea Colombia
1284 Ukraine Netherlands
2728 China Philippines
6970 Sweden Russia
6178 Philippines China
2979 BurkinaFaso China
4063 Belarus Bolivia
7106 China Bangladesh
2154 Latvia Sweden
3752 China Norway
2804 Brazil China
7787 Greece Albania
2550 Peru Philippines
7565 Serbia Russia
6129 BosniaandHerzegovina China
5320 China Russia
4573 China Canada
9228 Albania Canada
6830 Nigeria Argentina
4522 France Russia
2812 Indonesia Guatemala
3285 Niger China
9264 Argentina China
4690 Serbia Brazil
4809 Russia Mexico
5873 UnitedStates Haiti
7868 Belarus Brazil
4261 Indonesia China
2958 China Portugal
1715 Kosovo Peru
5937 China Ukraine
2506 Poland China
1605 Indonesia China
2055 SouthAfrica Greece
7547 Indonesia Colombia
3256 Iran Russia
2913 UnitedStates Poland
7824 Indonesia Iran
5083 China Tunisia
3338 Portugal CzechRepublic
4823 Russia Brazil
4658 France Indonesia
2321 China Sweden
5444 China Slovenia
4258 Guatemala Germany
7749 Albania Indonesia
7521 Lithuania Afghanistan
9146 Yemen Spain
3184 Poland Jordan
6801 Panama Sweden
5926 Bangladesh Poland
4370 Lithuania Argentina
3318 Netherlands Indonesia
1900 Yemen China
7661 Indonesia Poland
2681 Poland Serbia
2942 Indonesia Ukraine
4153 Argentina Philippines
2234 China Philippines
3351 France Brazil
8392 Greece Philippines
6692 Japan SaudiArabia
5205 France Netherlands
2101 China Indonesia
3569 China Belarus
1272 Peru Syria
1332 UnitedStates China
2134 Norway HongKong
7388 Indonesia Sweden
2940 Japan China
6281 CzechRepublic Indonesia
9299 Portugal China
9956 China Russia
8644 China Indonesia
8440 China Poland
8584 China Mongolia
9398 Indonesia Russia
8788 Norway Estonia
8962 China Philippines
1594 Russia China
4497 France Philippines
5532 China UnitedStates
7009 Philippines China
8867 Indonesia China
7876 Sweden Greece
9014 Indonesia Russia
5389 France CzechRepublic
6228 China Malaysia
9849 Poland Indonesia
4605 China Ireland
2821 Indonesia Egypt
7927 Canada Finland
8625 Madagascar IvoryCoast
9145 Brazil Malaysia
3963 China Israel
6155 Russia China
5421 China Brazil
9183 Russia SouthAfrica
2896 China Azerbaijan
5029 SaudiArabia Japan
6846 Brazil China
3438 Brazil Colombia
2845 Thailand Poland
1685 Russia Greece
3304 China Portugal
6238 Sweden Indonesia
1439 Sweden Peru
9397 China CzechRepublic
2008 Philippines Croatia
5469 China Canada
7273 Finland Russia
1119 Thailand SouthAfrica
6321 China Russia
9107 Indonesia Azerbaijan
7129 Yemen Canada
2072 Poland China
7296 Russia China
2662 Ukraine Zambia
7843 Indonesia Portugal
2410 Japan China
1464 Chad Poland
9869 Indonesia Portugal
8138 Norway Switzerland
2132 Mali Thailand
3836 Indonesia Russia
6041 Mexico Kazakhstan
5571 Thailand Ukraine
7055 Philippines Honduras
9818 Japan China
6454 Colombia Serbia
5884 Indonesia EastTimor
3387 China Norway
6458 Chile Indonesia
6271 Philippines China
8219 SouthAfrica Russia
1729 Gambia Philippines
3022 Brazil Belarus
3045 Mexico China
6945 Vietnam Nigeria
4661 Indonesia Honduras
7336 Panama Thailand
2679 China Indonesia
6278 Portugal Ethiopia
4936 China Colombia
7347 Nigeria Portugal
1532 Portugal Gambia
9892 Kyrgyzstan Venezuela
8898 Thailand China
3218 China Brazil
9908 Portugal Indonesia
9497 Brazil China
5840 DominicanRepublic Mexico
1002 Indonesia UnitedStates
7196 Morocco Israel
6551 Indonesia UnitedStates
2239 Venezuela Portugal
2849 Indonesia Colombia
3043 DominicanRepublic Mauritius
7443 CzechRepublic Ghana
4703 DominicanRepublic China
9189 China Poland
2684 China Brazil
3192 China Latvia
8591 Canada Serbia
3165 SaudiArabia BosniaandHerzegovina
9423 Russia China
8546 Brazil China
5238 Russia China
5230 Brazil Russia
2040 France Syria
9123 China Indonesia
9127 Vietnam Iran
3920 UnitedArabEmirates Sweden
6173 Canada China
2588 Sweden Philippines
5513 Chad Bulgaria
1118 Serbia Philippines
4443 Indonesia France
9875 Belarus Portugal
7768 Ireland Ukraine
8948 Slovenia Argentina
1278 Swaziland Cuba
9381 SouthAfrica Japan
2556 Ukraine China
4333 UnitedStates China
9463 Germany Japan
5158 SouthAfrica Morocco
9587 Sweden China
6862 Pakistan Mexico
3889 Portugal Uruguay
5765 Poland Russia
6981 China Poland
4497 Portugal Japan
9406 Sweden SouthAfrica
3941 Croatia China
8913 Philippines Serbia
4066 Vietnam Bulgaria
8780 China Japan
5887 China Morocco
9170 Zambia Philippines
7118 Colombia Russia
8642 Egypt Indonesia
8707 China CentralAfricanRepublic
4134 Brazil China
3011 Tunisia Tuvalu
9644 Macedonia Netherlands
6481 Sweden Philippines
4034 China Philippines
7406 Greece DominicanRepublic
2726 Portugal France
6540 Poland UnitedStates
9380 China Cyprus
7815 Cambodia Honduras
1186 PalestinianTerritory Indonesia
4932 China Malaysia
7452 China Indonesia
4930 Ukraine Netherlands
9106 Japan China
8691 Poland China
8304 DominicanRepublic CzechRepublic
8587 Mongolia Somalia
3079 Indonesia Latvia
3972 China Laos
1631 China France
6422 Macedonia Thailand
6587 Argentina Comoros
6236 Argentina China
5190 China Poland
4867 Guatemala Switzerland
7536 Honduras Poland
3860 China Indonesia
1086 Russia BurkinaFaso
4771 Mauritius Portugal
3497 Brazil Russia
2563 Indonesia DemocraticRepublicoftheCongo
1395 China Japan
4742 Indonesia Ukraine
1153 Philippines Kyrgyzstan
3674 Brazil Russia
8649 Gambia Ukraine
8739 Sweden China
5247 Indonesia Tanzania
9503 Aruba SouthKorea
4597 France China
5070 Philippines Zimbabwe
4191 Mali Namibia
4573 Honduras Ukraine
4572 Argentina Russia
5763 Poland Sweden
7401 China France
8317 China Poland
5281 Portugal China
8071 SriLanka Indonesia
5142 Ukraine China
1524 Russia Brazil
9573 Indonesia China
6958 Bulgaria Portugal
4146 Argentina Brazil
6205 UnitedStates Indonesia
7222 Indonesia Philippines
2242 China Indonesia
7396 Kosovo Poland
4629 Greece Moldova
1493 Poland UnitedStates
6982 Japan Canada
8232 Russia Nigeria
9388 UnitedStates Venezuela
9337 Mexico Vietnam
7111 Brazil China
4939 Canada Thailand
1984 Philippines Slovenia
4942 Indonesia Nigeria
4777 Colombia Indonesia
2019 Malawi Indonesia
8525 Tanzania China
9559 Indonesia Greece
8760 Mongolia Senegal
6465 Canada Indonesia
1933 SouthKorea Nigeria
6013 Indonesia China
8616 Indonesia Russia
3939 China Indonesia
7147 China Honduras
7631 China Colombia
